district,date,pm2p5,greenness,total_rainfall,n_raindays,temp_min,temp_mean,temp_max,utci
Siha,2019-05-01,15.693287434143,0.510910463,74.7,8,16.35040574,21.18527318,26.02014061,22.5068418839361
Siha,2019-06-01,9.40636833440416,0.507508798,9.9,2,15.13584215,19.58254814,24.02925414,22.0501471825063
Siha,2019-07-01,21.9621342283108,0.484173812,8.8,2,13.80775199,19.28181274,24.75587349,23.5504373423044
Siha,2019-08-01,15.2084337372378,0.467636744,0,0,14.49446556,19.87237759,25.25028962,25.9992388561817
Siha,2019-09-01,11.4390705653599,0.467228155,0,0,14.62778219,20.87144952,27.11511685,28.7968418839362
Siha,2019-10-01,16.8709122104612,0.489908948,65.5,3,15.89616135,21.62185243,27.34754351,22.7406938603869
Siha,2019-11-01,23.7025817733213,0.587896547,192.8,10,16.46820932,22.27108539,28.07396146,24.2673170731706
Siha,2019-12-01,39.838037868375,0.664248784,198.5,9,16.54110208,20.59121898,24.64133588,23.0297014297728
Siha,2020-01-01,22.7149741719389,0.696438472,141.6,7,15.60345646,21.54714523,27.49083401,24.5174390243903
Siha,2020-02-01,21.3838210376733,0.680791594,51.4,3,15.60221822,21.86037729,28.11853637,25.763456686291
Siha,2020-03-01,23.6261617854212,0.663394131,176.4,15,16.53001831,22.13996353,27.74990876,25.1195332211943
Siha,2020-04-01,22.7870912568294,0.668826792,206.8,10,16.25335463,21.78106299,27.30877136,20.7218250630782
Siha,2020-05-01,12.3185886376491,0.614482241,41.8,5,15.26844468,19.88433995,24.50023523,21.8313582842725
Siha,2020-06-01,14.6549053257796,0.389573401,5.9,1,14.73127436,19.58781047,24.44434659,22.0404499579479
Siha,2020-07-01,21.8351118938032,0.552905591,4.6,1,14.04477996,19.37500992,24.70523987,21.1098065601345
Siha,2020-08-01,17.8929432296096,0.525488394,0,0,14.00886656,19.70794761,25.40702866,24.7619343986544
Siha,2020-09-01,11.4643717764167,0.511837683,1.7,0,14.26312386,20.5386065,26.81408915,28.728519764508
Siha,2020-10-01,18.4323579965483,0.495956585,16.3,4,15.63542834,22.04043496,28.44544159,29.2120269133726
Siha,2020-11-01,25.4175559157143,0.498018274,145.7,5,16.23953154,22.41996817,28.60040481,25.2848402018503
Siha,2020-12-01,31.9168675073043,0.563882653,77.2,2,14.88404907,21.43270925,27.98136943,26.8426366694701
Siha,2021-01-01,23.1144578149109,0.564896912,NA,NA,14.76233159,21.38162103,28.00091048,27.4467788057191
Siha,2021-02-01,14.2425128982728,0.589123848,NA,NA,16.33986,22.44430686,28.54875371,27.2093566021867
