"","District","value.ID","value.SO2_column_number_density","month","year","so2"
"479","moshi",1,-27.2634792327881,"08","2019","SO2"
"480","moshi",1,30.6786212921143,"08","2019","SO2"
"481","moshi",1,26.4846687316895,"08","2019","SO2"
"482","moshi",1,36.7152862548828,"08","2019","SO2"
"483","moshi",1,12.0276441574097,"08","2019","SO2"
"484","moshi",1,14.7697381973267,"08","2019","SO2"
"485","moshi",1,22.4165096282959,"08","2019","SO2"
"486","moshi",1,9.52021408081055,"08","2019","SO2"
"487","moshi",1,9.52021408081055,"08","2019","SO2"
"488","moshi",1,-47.2077827453613,"08","2019","SO2"
